id,source_numeric_id,source_id,topic,formula_id,answer,unit,style_index,generation_reason,question,explanation
TEG_NPF_I_PU_000_00136,NPF_I_PU_000,NPF_I_PU_000,circuit_power,current_from_power_voltage,3,A,3,missing_reference_cot,An electrical device has power 90 W at voltage 30 V. Calculate the current.,"First identify the requested quantity as current (I). The usable values are power = 90 W; voltage = 30 V. For this electric power relation, the governing expression is I = P/U. Substituting the extracted values gives I = P/U; therefore the final value is 3 A."
TEG_THCB223_00137,NP_AUG_00293_NP_semantic_THCB223,THCB223,circuit_resistance,resistance_series,30,ohm,5,reference_explanation_quality_rejected,"Two resistors, 12.0 ohm and 18.0 ohm, are connected in series. Find the equivalent resistance.","Reading the question literally, the known values are resistance = 12.0 ohm; resistance = 18.0 ohm. Those values are sufficient for resistance (R) because the governing relation is R_eq = sum(R_i). Carrying out the calculator step R_eq = sum(R_i) gives 30 ohm."
TEG_NL107_00139,NP_AUG_00383_NP_semantic_NL107,NL107,induction,inductor_energy_from_L_I,320,mJ,0,reference_explanation_quality_rejected,An inductor of 0.25 H carries 1.6 A. Calculate the magnetic energy stored.,"The question asks for energy (W), so the locked solver treats it as a magnetic induction relation. The extracted data are inductance = 0.25 H; current = 1.6 A. Using W = 0.5 x L x I^2, the calculator evaluates W = 0.5 x L x I^2. After applying the requested output unit, the result is 320 mJ."
TEG_CH076_00141,NP_AUG_00758_NP_semantic_CH076,CH076,ac_resonance,rlc_resonance_inductance_from_C_f,12.6651,mH,3,reference_explanation_quality_rejected,A resonant circuit uses capacitance 50.0 uF and oscillates at 200.0 Hz. Find the inductance.,"First identify the requested quantity as inductance (L). The usable values are capacitance = 50.0 uF; frequency = 200.0 Hz. For this AC resonance relation, the governing expression is L = 1/((2 x pi x f)^2 x C). Substituting the extracted values gives L = 1/((2 x pi x f)^2 x C); therefore the final value is 12.6651 mH."
TEG_THCB086_00142,NP_semantic_THCB086,THCB086,measurement_error,relative_error_from_absolute,0.8,%,5,reference_explanation_quality_rejected,A student measures the length of a wooden rod as 25.0 ± 0.2 cm. Calculate the percentage relative error.,"Reading the question literally, the known values are given 1 = 25.0 ± 0.2 cm. Those values are sufficient for relative error (relative_error) because the governing relation is relative error = Delta x/x x 100%. Carrying out the calculator step relative error = Delta x/x x 100% gives 0.8 %."
TEG_CH087_00147,NP_AUG_00722_NP_semantic_CH087,CH087,ac_resonance,rlc_resonance_capacitance_from_L_f,1.31929,uF,3,reference_explanation_quality_rejected,What capacitor is needed with 0.03 H to obtain resonance at 800.0 Hz?,"First identify the requested quantity as capacitance (C). The usable values are inductance = 0.03 H; frequency = 800.0 Hz. For this AC resonance relation, the governing expression is C = 1/((2 x pi x f)^2 x L). Substituting the extracted values gives C = 1/((2 x pi x f)^2 x L); therefore the final value is 1.31929 uF."
TEG_CH098_00148,NP_AUG_00786_NP_official_text_csv_CH098,CH098,ac_resonance,rlc_resonance_capacitance_from_L_f,1.26651,uF,7,duplicate_official_text_replaced_by_locked_trace,"At resonance, an LC branch has L = 0.005 H and f = 2000 Hz. Calculate C.","The calculation follows directly from the locked formula C = 1/((2 x pi x f)^2 x L). After reading inductance = 0.005 H; frequency = 2000 Hz from the question, the calculator performs C = 1/((2 x pi x f)^2 x L). This matches the requested capacitance (capacitance), so the final answer is 1.26651 uF."
TEG_NPF_flux_solenoid_001_00149,NPF_flux_solenoid_001,NPF_flux_solenoid_001,induction,magnetic_flux_from_solenoid_area,1.80956e-06,Wb,7,missing_reference_cot,"A long solenoid has turn density 1200 turns/m, current 1.5 A, and cross-sectional area 8 cm2. Find the magnetic flux through one turn.","The calculation follows directly from the locked formula Phi = mu0 x n x I x S. After reading turn density = 1200 turns/m; current = 1.5 A; area = 8 cm2 from the question, the calculator performs Phi = mu0 x n x I x S. This matches the requested magnetic flux (Phi), so the final answer is 1.80956e-06 Wb."
TEG_0001_00150,NP_AUG_00756_NP_SEED_NP_0001,0001,electrostatics_force,coulomb_force_two_charges,21.6,N,1,missing_reference_cot,Two point charges 3 microcoulomb and 2 microcoulomb are separated by 5 centimeters. Calculate the electric force magnitude.,"The wording describes this situation: Two point charges 3 microcoulomb and 2 microcoulomb are separated by 5 centimeters. Calculate the electric force magnitude. The relevant quantities are charge = 3 microcoulomb; charge = 2 microcoulomb; distance = 5 centimeters, and the relation is F = k x |q1 x q2|/r^2. Evaluating that relation for the extracted values gives 21.6 N."
TEG__00152,NP_SEED_NP_0001,,electrostatics_force,coulomb_force_two_charges,21.6,N,4,missing_reference_cot,A 3 microcoulomb charge and a 2 microcoulomb charge are 5 centimeters apart. How large is the Coulomb force?,"The quantities in the question are matched to the Coulomb-force relation: charge = 3 microcoulomb charge; charge = 2 microcoulomb charge; distance = 5 centimeters apart. The requested result is force (F), so the calculation uses F = k x |q1 x q2|/r^2. The evaluated result is 21.6 N."
TEG_THCB129_00154,NP_AUG_00799_NP_semantic_THCB129,THCB129,measurement_error,relative_error_from_absolute,0.454545,%,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,A measured value is 176 V with absolute uncertainty 0.8 V. Calculate the relative error percentage.,"The wording describes this situation: A measured value is 176 V with absolute uncertainty 0.8 V. Calculate the relative error percentage. The relevant quantities are given 1 = 176 V, and the relation is relative error = Delta x/x x 100%. Evaluating that relation for the extracted values gives 0.454545 %."
TEG_NPF_force_equilateral_001_00155,NPF_force_equilateral_001,NPF_force_equilateral_001,electrostatics_force,coulomb_force_equilateral_equal_charges,6.08924e-05,N,1,missing_reference_cot,Three equal positive charges of 5 nC are placed at the vertices of an equilateral triangle of side 8 cm. Find the resultant force on one charge.,"The wording describes this situation: Three equal positive charges of 5 nC are placed at the vertices of an equilateral triangle of side 8 cm. Find the resultant force on one charge. The relevant quantities are charge = 5 nC; distance = 8 cm, and the relation is F_net = sqrt(3) x k x q^2/r^2. Evaluating that relation for the extracted values gives 6.08924e-05 N."
TEG_CH007_00156,NP_semantic_CH007,CH007,circuit_resistance,resistance_from_resonance_impedance,75,ohm,3,reference_explanation_quality_rejected,The total impedance measured at resonance is 75 ohm. What is the resistance R?,"First identify the requested quantity as resistance (R). The usable values are resistance = 75 ohm. For this circuit resistance relation, the governing expression is At resonance, R = Z. Substituting the extracted values gives At resonance, R = Z; therefore the final value is 75 ohm."
TEG_DDT134_00160,NP_semantic_DDT134,DDT134,induction,inductor_energy_from_L_I,0.001,J,0,reference_explanation_quality_rejected,"A solenoid has an inductance L = 0.05 H, and a current of 0.2 A flows through it. Calculate the magnetic field energy stored in the solenoid.","The question asks for energy (W), so the locked solver treats it as a magnetic induction relation. The extracted data are inductance = 0.05 H; current = 0.2 A. Using W = 0.5 x L x I^2, the calculator evaluates W = 0.5 x L x I^2. After applying the requested output unit, the result is 0.001 J."
TEG_LD401_00161,NP_AUG_00636_NP_semantic_LD401,LD401,electrostatics_force,coulomb_force_two_charges,7.2,N,4,duplicate_verified_golden_expanded_replaced_by_locked_trace,What force acts between two charges 1.0 uC and 2.0 uC placed 5.0 cm apart?,"The quantities in the question are matched to the Coulomb-force relation: charge = 1.0 uC; charge = 2.0 uC; distance = 5.0 cm. The requested result is force (F), so the calculation uses F = k x |q1 x q2|/r^2. The evaluated result is 7.2 N."
TEG_NPF_B_solenoid_Nl_004_00162,NPF_B_solenoid_Nl_004,NPF_B_solenoid_Nl_004,induction,solenoid_field_from_turns_length_current,0.00201062,T,4,missing_reference_cot,A solenoid has 2000 turns over length 1 m and carries current 0.8 A. Find the magnetic field inside it.,"The quantities in the question are matched to the magnetic induction relation: turns = 2000 turns; distance = 1 m; current = 0.8 A. The requested result is magnetic field (B), so the calculation uses B = mu0 x (N/l) x I. The evaluated result is 0.00201062 T."
TEG_CH014_00165,NP_semantic_CH014,CH014,circuit_resistance,resistance_from_resonance_impedance,68,ohm,0,reference_explanation_quality_rejected,A resonant electrical circuit has a total impedance Z=68 ohm. What is the value of R?,"The question asks for resistance (R), so the locked solver treats it as a circuit resistance relation. The extracted data are resistance = 68 ohm. Using At resonance, R = Z, the calculator evaluates At resonance, R = Z. After applying the requested output unit, the result is 68 ohm."
TEG_CH038_00166,NP_AUG_00411_NP_semantic_CH038,CH038,LC_oscillation,lc_frequency_from_L_C,53.0516,Hz,2,reference_explanation_quality_rejected,An ideal LC circuit contains an inductor of 3.0 H and a capacitor of 3.0 uF. Find the frequency.,"The problem context is preserved from the original question: An ideal LC circuit contains an inductor of 3.0 H and a capacitor of 3.0 uF. Find the frequency. The target is frequency (f). With inductance = 3.0 H; capacitance = 3.0 uF, the verified relation f = 1/(2 x pi x sqrt(LC)) is used. The calculator's substitution step is f = 1/(2 x pi x sqrt(LC)), leading to 53.0516 Hz."
TEG_THCB218_00169,NP_semantic_THCB218,THCB218,circuit_resistance,resistance_from_voltage_current,20,ohm,6,reference_explanation_quality_rejected,A resistor has voltage U = 24 V across it and current I = 1.2 A through it. Calculate its resistance.,"Because the question is asking for resistance (R), the solver does not use unrelated quantities. It keeps voltage = 24 V; current = 1.2 A and applies R = U/I. The verified computation is R = U/I, so the reported result is 20 ohm."
TEG_THCB199_00172,NP_semantic_THCB199,THCB199,circuit_power,power_from_voltage_resistance,84,W,2,reference_explanation_quality_rejected,A resistor R = 21 ohm is connected across a voltage U = 42 V. Calculate the power dissipated.,"The problem context is preserved from the original question: A resistor R = 21 ohm is connected across a voltage U = 42 V. Calculate the power dissipated. The target is power (P). With resistance = 21 ohm; voltage = 42 V, the verified relation P = U^2/R is used. The calculator's substitution step is P = U^2/R, leading to 84 W."
TEG__00173,NP_SEED_NP_0008,,induction,faraday_emf_from_flux_change,4e-05,V,4,missing_reference_cot,The flux in a single loop falls from 6e-7 weber to 2e-7 weber during 0.01 seconds. Find the average induced emf magnitude.,"The quantities in the question are matched to the magnetic induction relation: magnetic flux = from 6e-7 weber; magnetic flux = to 2e-7 weber; time = during 0.01 seconds. The requested result is emf (emf), so the calculation uses |e| = |Delta Phi|/Delta t. The evaluated result is 4e-05 V."
TEG_NPF_force_equilateral_003_00175,NPF_force_equilateral_003,NPF_force_equilateral_003,electrostatics_force,coulomb_force_equilateral_equal_charges,0.000126267,N,7,missing_reference_cot,Three equal positive charges of 9 nC are placed at the vertices of an equilateral triangle of side 10 cm. Find the resultant force on one charge.,"The calculation follows directly from the locked formula F_net = sqrt(3) x k x q^2/r^2. After reading charge = 9 nC; distance = 10 cm from the question, the calculator performs F_net = sqrt(3) x k x q^2/r^2. This matches the requested force (F), so the final answer is 0.000126267 N."
TEG_DT109_00177,NP_semantic_DT109,DT109,electrostatics_field,electric_field_point_charge_or_superposition,11250,V/m,4,duplicate_verified_golden_expanded_replaced_by_locked_trace,A point charge q = 2 nC is placed in air. Calculate the electric field strength at a point 4 cm from the charge.,"The quantities in the question are matched to the electric-field relation: charge = 2 nC; distance = 4 cm. The requested result is electric field (E), so the calculation uses E = k x |q|/r^2. The evaluated result is 11250 V/m."
TEG_TD030_00180,NP_semantic_TD030,TD030,capacitor,capacitor_charge_from_C_U,0.632448,nC,6,reference_explanation_quality_rejected,A parallel-plate capacitor with a capacitance of 21.96 pF is charged to a voltage of 28.8 V. Calculate the charge stored by the capacitor.,"Because the question is asking for charge (Q), the solver does not use unrelated quantities. It keeps capacitance = 21.96 pF; voltage = 28.8 V and applies Q = C x U. The verified computation is Q = C x U, so the reported result is 0.632448 nC."
